speed_kmh,ambient_temp_c,soc_percent,road_slope_pct,hvac_power_kw,consumption_wh_per_km,remaining_range_km
43.1,10.5,77.1,-6.0,0.75,94.1,158.3
104.3,18.2,20.6,2.31,0.0,306.1,14.7
79.2,16.3,31.6,-0.15,0.0,217.9,30.8
97.0,30.6,27.7,-1.42,1.57,250.4,22.9
61.6,-8.0,59.7,-2.01,4.5,233.8,34.9
111.8,2.6,88.6,-1.9,2.7,284.6,51.7
104.3,32.8,56.0,-1.36,2.29,273.0,44.0
88.7,30.1,15.2,-2.25,1.74,224.0,14.2
46.8,10.5,60.7,-2.71,1.2,156.1,77.9
96.7,17.9,81.8,-2.08,0.0,223.5,78.2
99.5,2.5,21.9,0.65,3.05,301.2,12.3
37.8,-1.5,16.5,0.1,3.58,257.4,9.9
32.0,10.9,26.9,1.11,0.74,195.5,29.9
52.7,5.9,77.1,-0.13,1.79,210.5,67.9
97.8,16.3,63.3,-2.61,0.0,217.9,65.8
87.8,-6.5,58.7,0.99,4.5,302.5,29.2
89.1,33.8,32.5,-2.01,2.5,237.0,28.6
106.7,34.4,39.9,1.29,2.39,318.9,26.5
44.8,21.4,96.9,-2.33,0.0,133.8,156.5
56.0,14.1,31.7,-1.37,0.0,162.3,43.7
49.5,3.9,91.1,-0.72,2.28,209.7,79.9
40.0,26.6,62.2,1.35,1.08,210.6,62.0
58.2,20.8,21.1,0.35,0.0,191.3,24.0
13.6,-2.7,52.1,0.04,4.19,350.0,24.1
66.6,31.0,95.4,3.77,1.9,283.8,69.4
21.5,27.0,47.7,-3.67,1.13,145.1,71.7
34.5,32.7,87.7,-2.08,2.48,198.8,97.3
41.5,22.7,33.1,-2.16,0.0,132.6,52.3
40.2,17.6,61.4,-3.54,0.0,110.6,116.8
99.2,8.8,85.9,-1.44,1.21,250.7,69.2
100.7,32.0,92.9,1.38,2.06,304.5,64.2
104.9,29.0,53.7,-1.18,1.27,267.3,41.9
35.1,-8.0,67.6,-0.67,4.5,276.8,35.3
104.8,-8.8,10.3,-3.45,4.5,263.8,5.5
74.6,6.9,32.8,-1.59,1.66,210.3,29.6
84.4,26.5,35.1,-0.92,0.67,224.0,34.8
35.4,34.4,18.4,1.28,2.5,248.7,16.1
98.3,-3.2,35.2,-3.35,3.73,245.8,22.3
85.9,16.7,38.9,-0.91,0.0,219.0,40.4
97.6,7.1,97.2,2.17,2.02,309.9,62.3
88.8,33.6,70.2,-0.89,2.4,252.0,55.3
31.6,27.9,48.3,-4.23,1.51,139.8,72.1
49.4,27.7,98.9,2.56,0.74,227.5,87.1
41.6,11.1,23.8,1.47,1.03,211.9,22.5
85.0,8.7,52.8,1.74,0.74,265.8,37.3
31.1,2.3,68.2,-3.49,2.71,189.8,61.1
20.6,-7.5,15.0,3.02,4.5,350.0,6.3
35.6,28.9,74.5,-1.55,1.56,179.7,84.5
32.8,26.6,19.0,-1.02,0.86,167.4,24.5
41.1,35.0,22.6,-1.41,2.5,204.4,23.3
98.5,34.8,24.4,1.89,2.42,311.5,16.4
99.1,15.0,93.6,-0.36,0.0,254.4,79.4
38.5,24.6,71.5,0.96,0.7,194.5,73.7
43.8,32.5,69.0,0.15,2.23,220.7,64.8
43.9,28.2,60.0,-0.19,1.02,188.0,71.8
103.3,1.1,36.4,-1.89,3.37,273.6,21.8
41.7,10.3,65.9,3.62,0.93,241.9,57.1
48.1,-4.2,46.9,-2.93,4.5,222.3,31.0
32.5,32.9,23.1,0.82,2.22,236.8,19.7
94.4,17.3,72.1,0.75,0.0,261.1,57.6
95.6,0.3,21.7,2.31,3.15,320.0,11.7
98.4,20.2,27.2,2.78,0.0,300.0,19.1
120.0,17.8,83.6,-0.27,0.0,305.1,59.5
31.8,6.1,69.4,1.06,1.25,210.7,61.5
50.0,-4.9,66.8,3.53,4.5,318.0,31.6
68.5,20.2,47.6,-0.13,0.0,199.8,53.2
32.6,13.4,45.7,-2.13,0.0,124.2,79.0
46.0,24.8,72.1,-0.77,0.69,173.6,86.2
20.9,13.4,76.6,-2.61,0.0,108.2,147.4
47.4,28.3,55.9,0.74,1.31,210.5,60.1
83.8,14.8,97.2,2.13,0.0,260.5,80.8
95.8,15.2,96.0,-0.24,0.0,249.2,79.1
86.5,29.4,47.1,-3.24,1.71,205.0,47.3
96.5,8.2,83.9,2.04,1.17,297.1,55.9
54.1,-4.0,58.9,-3.55,4.5,210.2,44.0
95.3,-8.7,56.1,-3.09,4.5,252.6,29.9
31.6,24.0,14.9,-0.36,0.0,150.0,21.9
94.5,17.9,61.7,0.5,0.0,257.6,53.9
33.0,21.7,91.1,0.84,0.0,169.2,120.7
97.0,-0.4,80.2,-0.13,3.87,293.4,47.4
47.5,-3.9,80.8,3.52,4.5,319.5,39.6
28.7,-9.3,24.4,0.13,4.5,311.4,10.6
97.6,5.8,42.3,2.07,1.27,300.7,25.7
37.4,16.5,31.0,1.57,0.0,184.4,36.1
100.7,7.7,38.4,-2.59,1.34,238.0,30.1
95.6,9.7,62.2,-0.34,1.3,260.9,46.6
101.4,30.7,42.8,4.25,1.68,345.2,27.6
99.5,5.7,60.5,-1.01,2.28,268.6,39.6
102.5,13.1,49.5,-1.35,0.0,247.3,39.9
60.5,25.3,35.8,0.34,0.3,199.3,39.6
79.5,7.8,18.6,-0.94,1.25,222.3,15.9
105.0,18.0,90.3,-1.59,0.0,249.4,73.3
79.9,28.8,11.0,-0.97,1.4,224.5,10.5
35.1,32.7,10.1,2.86,2.18,263.7,8.1
91.5,-3.4,84.4,-0.27,3.87,282.1,46.0
85.0,31.7,99.7,-2.66,2.0,214.7,101.0
98.5,12.1,75.4,-3.02,0.0,213.2,69.9
25.8,1.6,11.4,4.41,3.13,338.2,5.8
38.1,10.7,30.4,-0.45,0.5,167.9,36.2
41.6,34.1,97.5,0.87,2.5,238.3,86.2
109.4,12.2,82.8,-1.54,0.0,260.1,62.1
98.5,4.8,61.0,0.64,1.96,288.2,37.9
65.8,18.5,31.3,2.92,0.0,241.2,27.9
51.1,0.8,11.3,-1.3,3.83,231.7,8.4
47.0,-6.6,11.9,0.92,4.5,280.8,6.5
30.2,-4.2,65.1,-2.81,4.5,261.0,39.1
97.7,-4.2,12.0,4.05,4.5,350.0,5.3
89.0,-3.2,99.4,0.54,3.71,288.6,56.0
57.2,-3.8,26.5,-0.83,4.22,245.9,16.5
30.3,18.8,74.0,-0.6,0.0,145.3,114.5
40.6,-1.8,24.0,-1.02,3.87,243.9,16.3
94.2,5.6,58.6,-0.92,1.9,255.8,41.7
30.1,30.4,17.3,-4.89,1.28,123.1,31.8
50.9,11.3,79.0,-0.2,0.56,184.3,88.3
48.4,20.0,62.6,-0.28,0.0,168.8,85.0
107.9,-2.2,17.8,0.98,4.45,335.6,8.5
96.2,-1.3,86.4,-1.05,3.67,276.2,49.9
93.0,-8.2,59.2,-1.54,4.5,272.2,29.8
72.1,-2.4,92.9,-0.02,4.32,267.3,54.7
36.6,2.5,92.5,-3.22,2.44,178.3,89.1
64.7,-2.0,92.8,0.29,3.76,258.1,59.8
100.4,-6.0,17.0,-3.72,4.5,251.7,9.9
25.5,-4.6,20.9,2.24,4.5,350.0,8.6
108.5,10.7,98.9,1.37,0.71,308.3,65.0
103.8,-0.7,53.9,-1.85,3.58,277.2,32.1
93.4,6.4,31.4,1.32,1.7,285.8,20.3
34.8,12.7,79.3,0.22,0.0,161.6,102.6
49.1,21.1,33.8,-2.02,0.0,143.6,50.5
42.0,-8.2,75.4,-4.05,4.5,212.0,50.8
90.3,26.0,85.4,0.63,0.75,259.1,72.0
77.6,18.3,80.6,-1.59,0.0,193.4,90.5
47.8,-6.3,34.7,2.19,4.5,299.3,16.3
36.8,29.3,46.1,0.03,1.28,195.3,54.0
79.8,31.4,47.2,-1.4,1.65,220.9,43.5
99.5,-7.3,54.2,3.6,4.5,350.0,22.1
57.5,2.5,25.1,1.15,3.07,255.7,16.5
120.0,26.3,50.7,-6.0,0.84,226.2,48.8
55.5,23.7,56.0,-0.97,0.0,167.7,72.1
39.2,-1.7,57.9,-2.77,3.59,212.7,43.6
86.3,-0.6,83.8,-1.6,3.45,249.3,57.9
107.8,6.7,56.6,-0.29,1.77,291.5,37.7
91.3,11.8,30.8,0.71,0.51,259.6,24.0
21.1,17.8,69.7,0.52,0.0,155.2,98.8
102.1,6.6,81.8,2.16,2.08,319.1,50.4
38.1,10.8,38.7,1.27,0.67,198.1,40.7
44.5,23.6,68.1,1.15,0.0,185.7,78.5
54.1,-8.3,23.2,0.4,4.5,269.6,11.5
36.7,1.4,40.8,2.57,3.27,287.9,24.5
101.4,22.1,91.8,-0.63,0.0,255.4,78.8
103.7,30.3,92.0,-0.58,1.8,278.7,69.2
47.8,13.0,61.8,-3.81,0.0,115.1,112.1
58.6,13.9,73.2,2.11,0.0,218.3,70.8
57.2,-5.2,86.9,-0.15,4.5,261.0,52.0
50.5,10.1,96.3,5.87,0.68,277.1,73.1
86.1,14.0,54.1,-0.81,0.0,221.0,53.6
102.8,0.9,60.5,0.18,3.5,304.7,33.6
46.0,2.1,47.4,1.09,2.69,245.1,34.7
49.8,7.0,16.5,-2.2,1.75,176.8,18.0
64.2,-9.1,48.1,0.72,4.5,275.7,23.9
99.0,4.5,81.2,0.07,2.31,284.1,55.0
33.8,-0.5,82.4,-0.61,3.5,251.9,52.8
41.9,4.7,90.3,2.35,2.07,250.0,66.9
98.9,-4.6,14.6,-1.81,4.17,274.5,8.3
65.1,30.1,57.4,0.55,1.67,230.3,53.2
43.0,16.7,19.7,2.91,0.0,210.3,20.4
105.4,20.6,28.1,-1.41,0.0,252.7,24.6
116.1,25.5,91.0,-0.59,0.57,295.3,66.8
102.6,12.4,54.7,4.69,0.0,338.1,33.9
102.9,-6.1,78.3,0.95,4.5,326.3,35.4
96.7,14.2,15.8,-1.01,0.0,239.5,14.3
48.3,16.4,47.5,1.61,0.0,197.0,51.5
42.1,23.5,70.7,-1.14,0.0,148.6,101.3
53.3,9.4,22.0,-3.13,1.0,151.0,28.7
44.2,-4.3,39.3,2.74,4.5,311.0,20.0
77.3,2.8,15.8,-2.21,2.77,219.4,12.0
88.0,6.3,68.6,4.9,2.24,335.8,37.2
101.4,19.1,97.4,-0.98,0.0,250.3,89.3
100.1,15.7,84.4,4.27,0.0,326.0,56.1
37.2,6.0,97.7,-2.74,2.57,188.7,95.2
50.5,34.4,86.1,2.05,2.45,254.9,72.7
76.1,17.3,87.0,1.0,0.0,229.6,79.5
91.3,0.7,61.9,1.68,3.38,305.6,32.1
88.2,-5.4,56.6,1.94,4.5,317.3,26.9
88.4,-3.1,46.6,-1.0,3.94,267.3,26.7
101.0,1.1,83.6,-2.62,2.8,252.5,56.5
86.4,-2.8,26.4,-0.1,3.66,274.5,15.3
47.4,-1.6,15.1,0.45,3.66,255.8,9.5
74.1,2.8,95.3,-0.94,2.17,226.2,70.3
92.1,-2.2,10.3,0.56,4.37,300.8,5.5
46.9,30.4,97.9,0.66,1.86,220.7,96.5
95.8,-6.4,75.6,-1.82,4.5,272.5,38.8
56.6,13.6,39.6,0.79,0.0,195.6,40.6
96.0,8.5,72.8,-0.53,1.31,258.9,52.8
46.9,34.2,83.6,-1.4,2.5,203.5,88.4
111.7,-5.0,32.1,1.57,4.5,350.0,13.0
30.2,7.9,79.4,-1.55,1.2,170.7,91.6
76.6,33.6,82.4,-0.91,2.21,230.6,76.3
47.2,28.9,32.4,0.14,1.27,200.5,34.5
44.1,26.8,13.8,2.75,0.61,223.0,12.7
34.6,1.6,28.4,0.39,2.85,246.3,19.3
65.3,-2.3,28.1,1.06,3.5,266.0,17.2
49.6,20.1,15.9,-0.6,0.0,165.5,21.4
38.8,31.8,75.3,-0.16,1.88,208.2,74.7
100.2,15.1,44.2,-0.1,0.0,260.9,37.7
64.4,15.7,89.6,0.59,0.0,203.9,96.4
99.3,2.6,32.7,-0.59,3.08,282.5,20.3
33.6,24.6,50.8,2.68,0.3,206.2,51.8
97.0,-1.6,67.5,-0.75,3.65,281.9,38.0
59.5,4.6,89.0,-3.41,2.36,176.3,96.5
22.4,9.1,57.2,5.49,1.51,298.2,37.8
79.3,12.8,43.6,-0.65,0.0,210.5,44.8
107.3,0.9,88.0,2.63,3.68,350.0,43.0
95.4,-4.8,37.9,2.81,4.5,341.3,16.6
39.6,17.5,17.1,1.89,0.0,191.4,19.6
36.8,3.0,50.1,-0.4,2.87,232.2,40.5
54.6,16.2,80.7,0.57,0.0,189.6,89.7
108.7,-3.1,12.8,-2.55,3.99,280.1,7.3
46.1,11.7,62.7,3.98,1.09,253.7,50.8
37.4,14.0,63.5,-1.7,0.0,135.2,95.1
32.9,-7.7,93.6,-0.51,4.5,285.8,44.4
113.2,5.1,35.8,0.2,2.24,315.0,20.5
47.0,-4.0,35.1,-0.21,4.37,261.0,20.9
104.1,-7.1,49.6,-1.31,4.5,294.5,24.8
55.7,34.5,42.1,2.79,2.5,269.2,31.3
102.0,4.5,76.3,1.9,2.43,318.7,44.2
63.0,26.4,67.8,0.64,0.72,214.1,67.8
90.4,1.5,78.3,-0.8,3.36,266.9,50.3
81.4,20.7,83.8,2.13,0.0,256.2,71.6
36.5,24.2,93.1,-0.93,0.66,164.1,128.3
86.8,16.8,48.8,3.14,0.0,281.6,37.6
44.6,11.2,98.6,0.22,0.8,189.8,101.1
87.8,8.5,29.4,2.46,1.3,288.1,19.7
119.9,5.7,74.3,-0.23,2.35,325.1,43.4
30.3,31.8,58.1,0.14,2.33,233.3,54.4
24.0,27.4,83.5,2.45,1.12,232.7,78.7
50.7,33.4,52.9,4.39,2.27,286.4,38.4
50.3,-4.4,80.6,3.12,4.5,311.6,37.8
61.0,22.9,93.7,1.75,0.0,216.4,94.8
32.5,32.2,75.9,1.18,1.78,228.6,68.0
50.3,-1.8,79.8,-1.01,3.67,233.2,56.2
101.0,-7.0,16.0,0.59,4.5,317.5,7.4
56.3,23.4,28.4,-1.83,0.0,155.9,38.7
54.3,15.9,97.7,0.75,0.0,191.8,109.1
108.9,27.9,72.4,0.88,1.08,305.1,51.3
37.9,-3.7,60.5,-3.92,4.47,220.4,41.7
53.5,25.8,43.0,0.08,1.08,200.9,44.1
49.8,-0.9,14.0,0.83,4.0,267.6,8.5
77.1,-2.6,43.2,-0.17,4.5,272.2,25.2
87.5,-2.6,54.9,0.72,3.62,288.0,31.4
38.5,26.7,29.0,-2.68,1.0,147.6,41.3
106.6,19.9,25.6,-1.55,0.0,253.5,22.4
55.8,13.5,55.8,2.07,0.0,213.6,53.0
72.7,6.1,62.7,0.0,1.97,235.8,47.6
98.8,29.5,31.6,0.68,1.5,284.6,23.7
89.6,7.7,62.9,-1.09,1.73,243.0,48.1
28.4,26.7,91.0,0.04,1.21,195.9,95.8
48.1,9.8,52.6,-4.6,1.15,127.5,86.5
34.6,7.0,87.2,1.69,2.06,243.0,66.9
92.1,10.8,93.5,3.62,0.99,310.0,65.0
91.0,3.6,18.3,-2.13,2.31,236.3,13.4
79.9,23.6,18.6,-1.88,0.0,193.1,19.7
82.0,12.6,52.8,0.88,0.0,238.4,47.7
45.0,0.4,62.9,2.95,3.08,281.7,36.7
90.3,30.5,48.3,-0.0,1.84,261.6,39.8
95.2,7.3,39.4,-2.46,1.77,233.4,30.8
74.6,14.5,67.7,-0.42,0.0,205.6,70.1
81.8,30.8,10.2,-2.06,1.73,215.2,9.7
101.1,18.1,97.1,-1.34,0.0,244.2,85.3
28.9,-4.7,30.9,-0.61,4.5,299.5,15.4
112.5,32.3,92.5,-1.86,2.1,281.5,70.3
48.8,18.2,19.8,-1.56,0.0,150.1,28.9
92.7,5.1,31.4,0.15,2.28,273.1,21.2
99.7,-3.7,31.1,0.43,3.96,307.4,15.9
27.9,25.7,99.7,-2.85,0.59,130.8,163.3
115.5,17.9,10.4,0.79,0.0,310.0,7.1
61.8,14.0,67.6,-0.76,0.0,179.8,80.7
42.8,30.2,88.3,1.44,1.53,223.9,84.4
43.5,25.5,70.5,1.56,0.66,205.8,73.5
109.4,-3.2,42.6,-1.09,3.98,303.4,22.2
100.8,4.0,96.2,1.23,2.7,308.8,54.2
110.6,1.2,90.4,-1.67,3.1,289.0,55.6
62.0,23.5,49.1,2.65,0.0,231.2,45.3
99.6,-8.5,61.6,-1.6,4.5,282.2,30.5
89.8,15.6,97.1,0.71,0.0,251.1,83.0
30.2,24.3,98.4,-0.38,0.57,167.5,128.8
33.8,29.5,50.5,-2.03,1.24,163.5,67.1
46.6,5.4,86.3,1.8,2.47,250.9,63.2
110.4,27.0,37.2,-1.23,1.01,276.2,30.2
112.8,-5.0,43.5,-3.4,4.39,279.4,21.2
95.7,28.1,24.8,-5.76,1.14,178.1,31.1
41.2,-4.3,28.8,-1.75,4.44,246.3,18.4
94.7,7.9,69.1,2.75,1.37,306.3,41.0
37.9,25.9,56.0,2.52,0.6,214.7,57.6
52.8,-3.3,30.8,-1.44,4.42,240.8,20.6
91.5,0.3,46.3,-0.75,3.65,272.5,28.9
47.3,22.5,43.6,-0.93,0.0,157.8,56.6
109.1,22.4,98.9,-2.67,0.0,242.5,89.4
22.7,18.9,86.8,-1.9,0.0,120.0,160.2
78.0,21.2,44.9,1.96,0.0,247.5,38.4
43.2,14.4,92.3,1.01,0.0,182.1,109.4
88.0,1.3,40.8,0.55,2.72,276.0,25.0
52.0,5.6,70.1,-2.67,2.11,178.1,74.6
52.5,-1.8,97.0,0.2,4.22,261.6,59.0
109.7,30.9,45.1,-4.61,1.7,230.4,41.2
28.5,16.3,71.2,1.69,0.0,178.0,85.9
105.9,8.0,36.6,0.52,0.93,291.7,23.2
88.3,10.8,34.0,-2.69,0.78,205.9,33.1
43.8,32.6,61.7,3.23,1.66,254.0,52.1
48.1,-3.1,98.1,-3.59,3.91,200.0,78.8
88.1,16.4,50.8,1.06,0.0,253.0,43.5
113.0,12.8,94.4,1.11,0.0,308.5,60.8
89.5,17.5,92.3,-2.48,0.0,202.6,101.9
41.6,-9.2,32.8,-0.08,4.5,272.2,17.2
98.0,29.2,46.2,-3.27,1.3,221.6,44.9
70.1,31.9,67.9,-5.69,1.77,144.2,98.0
104.1,15.4,56.6,-2.14,0.0,239.0,50.1
85.4,21.3,18.6,-1.23,0.0,213.2,18.7
27.8,31.5,99.4,1.29,1.85,237.9,89.9
61.1,21.8,77.7,0.13,0.0,192.2,86.1
34.9,-3.1,49.4,0.19,3.53,262.3,28.7
24.7,15.9,65.6,-2.03,0.0,119.4,121.8
87.5,17.3,17.9,-1.06,0.0,219.9,17.6
62.9,9.1,54.6,-1.86,1.65,191.2,54.2
50.0,23.1,93.8,-2.45,0.0,138.2,147.2
44.5,32.0,90.7,-1.19,1.55,185.5,104.6
98.5,31.7,40.4,0.15,1.97,280.9,30.0
83.2,10.3,57.8,-1.15,0.82,220.3,54.3
31.5,-4.9,72.8,-0.65,4.48,287.8,38.3
40.7,34.3,40.6,1.39,2.5,246.5,34.4
84.5,27.8,15.8,-1.0,1.13,228.3,14.9
103.0,-4.4,55.5,-2.67,4.5,272.2,31.5
38.1,31.4,64.1,1.13,1.99,230.5,59.3
55.3,29.1,10.5,0.53,1.33,213.9,10.6
48.8,13.3,18.6,0.66,0.0,183.4,22.0
49.7,16.6,28.7,1.25,0.0,193.4,30.5
103.2,8.0,41.3,0.91,1.2,294.3,26.0
95.1,-7.5,58.7,0.06,4.5,299.4,28.5
32.4,5.1,36.4,4.78,2.68,310.6,23.0
107.1,26.1,34.9,-2.57,0.51,244.1,31.5
44.3,-9.8,88.2,-1.17,4.5,252.1,49.9
90.5,5.0,23.1,1.93,2.07,293.7,14.2
118.1,7.9,54.6,0.29,1.84,324.3,31.7
40.3,14.2,95.8,1.52,0.0,186.5,110.5
37.5,31.4,66.3,0.34,1.88,216.1,67.3
100.6,5.6,74.5,2.75,2.21,326.4,40.5
52.9,5.6,48.8,-2.02,1.67,180.1,49.7
47.0,23.2,11.8,2.68,0.0,211.5,12.0
39.2,10.3,68.2,2.34,0.63,213.9,62.4
97.7,0.1,66.9,-2.42,3.94,260.9,42.1
40.4,10.4,19.9,1.26,0.5,195.2,21.0
110.1,-3.7,51.6,-0.09,4.5,324.5,25.0
19.4,-2.1,92.4,-1.21,3.84,326.0,46.4
105.2,12.4,28.5,-3.78,0.0,216.9,27.4
103.2,8.9,51.5,-2.02,1.76,255.8,38.3
102.0,31.2,51.5,1.42,1.97,306.8,36.3
39.1,6.3,83.0,1.63,1.83,233.7,64.5
94.1,16.1,84.2,-0.42,0.0,242.9,73.9
76.3,18.5,78.3,1.63,0.0,239.4,68.2
33.0,-9.4,42.9,1.89,4.5,321.3,17.9
60.2,19.9,16.5,0.31,0.0,193.6,18.4
43.6,-2.0,41.5,-1.44,4.42,247.0,26.5
52.6,33.2,71.2,0.88,1.98,229.3,63.9
90.2,-3.3,73.2,0.97,4.5,305.8,38.6
33.7,8.7,96.9,1.35,1.16,211.9,88.6
40.8,-6.2,50.8,1.73,4.5,300.5,24.4
102.0,34.9,66.9,-2.72,2.48,249.7,54.4
18.5,12.6,58.5,-1.02,0.0,130.6,87.7
38.3,16.8,23.6,-3.8,0.0,104.7,48.1
52.6,-7.0,51.5,1.49,4.5,286.3,24.9
94.5,23.7,59.0,-0.42,0.0,243.6,53.2
90.8,-0.6,95.6,0.86,3.25,291.1,54.2
95.9,30.4,43.0,-2.95,1.63,225.8,42.8
34.1,-0.8,98.2,2.8,3.76,309.9,52.4
86.6,-1.4,58.8,-2.39,3.61,239.9,38.9
36.0,-8.4,31.8,1.55,4.5,307.5,13.6
45.5,11.2,27.2,0.24,0.52,184.5,30.7
44.0,15.4,22.8,-0.38,0.0,162.1,29.0
94.0,-7.0,50.8,-0.54,4.5,288.8,25.0
53.7,24.9,12.0,-1.28,1.15,182.0,14.9
26.5,10.4,50.1,2.59,1.32,239.9,42.5
27.7,13.6,99.0,0.03,0.0,152.5,138.2
48.9,9.8,70.3,-2.54,1.1,158.0,90.8
95.4,8.0,78.4,-0.77,1.5,256.2,60.5
36.5,15.2,20.7,0.26,0.0,163.8,28.5
87.3,-3.0,52.6,1.8,4.5,314.0,25.8
44.2,-1.8,35.8,-1.21,4.21,245.2,23.2
85.8,28.8,90.5,-1.08,1.4,232.7,81.3
95.9,32.6,26.3,0.05,1.73,271.9,20.5
37.5,6.8,51.3,1.75,1.57,229.0,42.1
60.8,2.2,62.9,-2.74,2.82,195.1,53.1
93.6,19.0,56.3,1.01,0.0,263.4,45.0
100.6,8.4,84.7,-0.93,1.07,260.0,65.9
59.2,-8.9,30.8,-0.65,4.5,253.7,16.9
25.5,-3.0,44.0,4.0,4.42,350.0,20.1
90.9,22.2,81.3,-0.39,0.0,236.7,73.6
89.6,19.7,57.5,1.51,0.0,262.6,44.4
55.9,-8.8,46.2,1.44,4.5,284.9,22.3
39.9,-0.0,12.6,-2.36,3.73,221.4,9.8
33.2,0.4,77.8,-3.69,3.78,215.4,58.5
87.6,20.2,97.5,1.64,0.0,260.6,82.2
56.2,-9.1,65.8,-2.17,4.5,230.8,37.1
94.5,-5.3,87.1,-3.33,4.5,247.7,52.6
27.6,26.0,56.5,2.05,0.37,196.1,63.0
44.7,-2.0,30.9,-2.04,3.37,213.4,23.0
71.3,19.4,11.3,-1.55,0.0,183.1,14.3
89.7,0.7,68.8,3.95,3.23,335.4,34.1
103.2,-5.5,54.4,-3.32,4.5,262.8,30.3
33.5,0.9,80.4,-2.51,2.91,206.4,66.5
86.8,22.5,72.5,-0.92,0.0,220.7,69.1
99.4,28.5,98.9,-0.48,1.45,267.9,75.9
42.8,27.4,55.9,-1.79,1.57,176.3,66.0
38.7,7.9,48.4,-2.32,1.56,167.6,56.8
28.1,20.1,35.8,3.02,0.0,197.7,38.6
20.2,-0.8,52.9,0.53,3.85,345.2,26.4
91.0,3.2,88.6,1.17,2.83,291.5,53.0
52.8,30.3,13.8,-0.27,1.61,205.0,14.8
109.8,-9.4,98.0,0.58,4.5,333.9,40.6
56.3,-6.2,99.4,1.87,4.5,291.3,49.4
96.1,-0.6,63.8,-1.99,3.72,262.2,39.0
28.2,-8.8,39.8,0.53,4.5,320.2,16.3
48.0,-1.8,30.1,1.39,4.11,279.1,17.6
49.6,16.2,34.9,3.09,0.0,220.9,35.2
46.8,9.0,14.5,3.9,1.34,258.2,10.5
94.6,30.2,52.8,0.14,1.57,269.0,41.7
31.6,26.8,15.2,2.28,1.04,222.5,14.4
85.8,5.4,74.7,-5.34,1.72,172.4,81.0
47.8,1.7,43.5,3.1,3.5,292.0,25.4
51.2,7.1,27.9,-1.45,1.89,191.6,28.7
43.7,16.6,59.0,-0.48,0.0,160.3,78.3
95.6,2.1,97.6,0.88,2.57,292.4,55.7
97.9,18.1,72.6,-0.31,0.0,252.7,60.9
50.2,8.4,54.3,0.39,1.15,204.1,51.0
45.8,14.8,79.9,3.18,0.0,217.5,80.1
42.8,9.6,76.4,-0.77,0.92,176.5,84.6
95.8,3.3,90.3,-2.17,2.52,246.6,65.7
87.1,32.7,28.4,3.63,1.98,312.2,18.9
47.8,24.4,87.3,1.05,0.3,194.4,95.7
96.7,-3.7,37.1,3.84,4.5,350.0,16.0
46.6,29.1,94.7,1.73,1.62,231.6,85.7
111.8,11.9,35.3,-2.65,0.5,253.6,29.6
45.2,30.3,93.4,1.29,1.53,222.4,88.3
102.6,26.0,96.7,-1.97,1.01,247.9,83.0
52.6,9.1,23.1,0.01,1.55,208.1,22.4
108.1,-9.0,97.7,-0.15,4.5,319.5,43.0
106.5,2.1,17.7,-3.24,3.16,257.7,12.5
91.9,14.4,29.7,-1.63,0.0,220.4,29.1
97.3,18.5,50.0,4.41,0.0,322.2,32.8
81.8,1.6,99.4,0.48,3.11,270.1,67.1
37.4,-3.7,54.0,-0.35,4.5,275.8,30.8
34.7,27.6,59.5,3.63,0.96,240.3,53.0
36.2,34.3,72.5,-0.79,2.48,216.3,70.6
105.3,13.7,97.1,-0.18,0.0,270.9,75.9
50.5,-2.3,80.5,1.98,3.99,284.3,44.8
111.3,2.3,30.2,-0.8,2.72,300.3,16.8
104.0,-9.2,37.3,-1.49,4.5,291.7,18.4
25.8,31.1,18.8,-4.51,2.0,160.5,25.0
59.0,-4.7,68.0,-1.87,4.5,235.3,44.0
49.1,15.9,26.3,-1.89,0.0,145.5,41.2
33.5,2.3,33.2,0.32,2.71,242.7,23.3
50.6,14.9,89.9,-1.22,0.0,157.5,125.1
41.2,19.3,39.4,4.32,0.0,229.4,36.1
95.2,27.3,61.0,-2.12,1.28,233.2,56.8
112.8,-0.7,45.8,2.8,3.55,350.0,21.6
33.1,-9.5,16.7,0.44,4.5,299.2,7.8
37.9,-3.8,42.7,1.61,4.5,304.2,22.4
43.5,30.5,46.7,1.49,1.75,229.8,42.9
96.5,29.3,90.6,-4.44,1.5,203.3,99.9
106.4,16.9,39.2,-0.02,0.0,275.9,31.9
64.4,17.0,44.1,-0.52,0.0,187.4,50.3
32.9,19.9,80.5,-2.27,0.0,122.5,141.2
109.8,-2.1,78.3,0.92,4.03,334.8,36.8
88.2,31.1,81.8,3.43,1.95,310.9,55.8
40.2,8.8,95.8,-5.35,1.34,116.7,154.5
97.6,7.2,81.6,-1.07,1.91,260.1,61.0
44.5,13.4,46.7,-2.49,0.0,131.0,70.1
43.6,-7.9,83.9,0.14,4.5,272.7,42.5
96.1,-2.5,55.8,-0.65,4.46,290.1,30.4
95.5,23.2,35.0,-1.21,0.0,233.9,33.4
45.6,-6.3,37.3,1.38,4.5,289.1,18.6
110.4,17.1,30.1,3.27,0.0,334.8,19.6
36.9,1.0,23.0,5.32,3.79,342.8,11.4
96.1,7.5,26.6,-1.48,1.53,247.2,21.1
47.7,3.0,15.7,-3.64,3.06,181.8,15.4
110.2,6.0,90.0,1.12,1.25,313.2,54.8
